model,year,transmission,mileage,fuelType,tax,mpg,engineSize
-0.46069913436837157,0.06512772484881581,-2.6700323141339117,-0.38099807544977476,0.688777079100533,0.5913580465756155,-0.02044161876239264,-0.8113862124259718
-0.21147686921338787,0.552866242828735,0.04135139351530025,-0.7333589937671622,0.688777079100533,0.5913580465756155,-0.02044161876239264,-0.8113862124259718
-0.21147686921338787,0.06512772484881581,0.04135139351530025,-0.5601315666450885,0.688777079100533,0.5913580465756155,-0.02044161876239264,-0.8113862124259718
-0.46069913436837157,1.0406047608086542,0.04135139351530025,-0.6626402961249755,0.688777079100533,0.5107268401303525,-1.7388898881975627,0.3450702255873091
-0.46069913436837157,1.0406047608086542,-2.6700323141339117,-1.1237241504688762,0.688777079100533,0.5107268401303525,-0.9092941719185148,-0.8113862124259718
-0.46069913436837157,-0.9103493111110222,0.04135139351530025,0.6198486781093632,0.688777079100533,0.5107268401303525,-0.988303287754615,0.5763615131899656
2.280745782336449,1.0406047608086542,0.04135139351530025,-1.0956318283118132,0.688777079100533,0.5107268401303525,-0.7413998007668032,-0.8113862124259718
-0.46069913436837157,0.06512772484881581,0.04135139351530025,-0.5294200334642405,0.688777079100533,0.5107268401303525,-0.3562303610658172,-0.34880363722065955
1.533078986871498,1.0406047608086542,-2.6700323141339117,-0.8457796394743129,-1.454098197425754,0.5107268401303525,-1.5512432380868253,1.5015266636005902
-0.21147686921338787,0.552866242828735,0.04135139351530025,1.2725457938207285,0.688777079100533,0.5107268401303525,0.3449755419795683,-0.8113862124259718
-0.46069913436837157,0.552866242828735,0.04135139351530025,-0.23416818688113888,0.688777079100533,0.5107268401303525,-0.13895529251654254,-0.8113862124259718
-1.2083659298333227,0.552866242828735,0.04135139351530025,-0.5802121844941044,0.688777079100533,0.5107268401303525,-0.3562303610658172,-0.8113862124259718
-0.46069913436837157,0.06512772484881581,0.04135139351530025,-0.12246654027855652,0.688777079100533,-1.8275781467822763,0.7696495395986049,-0.8113862124259718
1.533078986871498,0.552866242828735,2.752735101164512,-0.737518917157879,-1.454098197425754,0.5107268401303525,-0.3562303610658172,1.5015266636005902
1.533078986871498,0.552866242828735,2.752735101164512,-0.7391623436826067,-1.454098197425754,0.5107268401303525,0.09807205499175656,0.3450702255873091
1.533078986871498,0.552866242828735,0.04135139351530025,-0.5419511607152888,-1.454098197425754,0.5107268401303525,0.6215074474059179,0.3450702255873091
1.533078986871498,1.0406047608086542,0.04135139351530025,-0.6642837226497031,-1.454098197425754,0.5107268401303525,-1.946288817267324,1.5015266636005902
1.533078986871498,0.552866242828735,0.04135139351530025,-0.4459134231765169,-1.454098197425754,0.5107268401303525,-0.3562303610658172,1.5015266636005902
-0.46069913436837157,0.06512772484881581,0.04135139351530025,-0.5616209219331229,0.688777079100533,-1.505053321001224,0.48324149469274275,-0.8113862124259718
-0.46069913436837157,1.0406047608086542,0.04135139351530025,0.11084866915387183,0.688777079100533,0.5107268401303525,-0.24759282679117983,-0.8113862124259718
-0.46069913436837157,0.552866242828735,0.04135139351530025,-0.15215093188144968,0.688777079100533,0.5107268401303525,-0.24759282679117983,-0.5800949248233154
-0.46069913436837157,0.06512772484881581,0.04135139351530025,0.08029120720971712,0.688777079100533,0.5107268401303525,0.7696495395986049,-0.8113862124259718
-0.46069913436837157,0.06512772484881581,0.04135139351530025,0.14381991380622028,0.688777079100533,0.5107268401303525,0.7696495395986049,-0.8113862124259718
1.533078986871498,-1.3980878290909413,0.04135139351530025,1.8302323135712766,-1.454098197425754,0.7526204594661416,-0.988303287754615,1.5015266636005902
-0.46069913436837157,-1.3980878290909413,0.04135139351530025,0.6130181866159639,0.688777079100533,-1.8275781467822763,0.7696495395986049,-0.8113862124259718
-0.21147686921338787,0.06512772484881581,0.04135139351530025,-0.5289578197541609,0.688777079100533,0.5107268401303525,-1.6203762144434128,1.5015266636005902
-1.4575881949883063,0.552866242828735,0.04135139351530025,0.022463136370862977,-1.454098197425754,0.5107268401303525,1.0856860029430042,0.3450702255873091
-0.46069913436837157,-0.9103493111110222,0.04135139351530025,0.13211049981753578,0.688777079100533,-1.8275781467822763,0.7696495395986049,-0.8113862124259718
-0.46069913436837157,0.552866242828735,0.04135139351530025,-0.7530287549849962,0.688777079100533,0.5107268401303525,0.09807205499175656,-0.8113862124259718
-0.46069913436837157,0.06512772484881581,0.04135139351530025,0.0840916310481498,0.688777079100533,0.18820201434930023,-0.3562303610658172,-0.34880363722065955
-0.46069913436837157,-0.4226107931311032,0.04135139351530025,1.9190800600643652,-1.454098197425754,-1.8275781467822763,2.0337953929762005,0.3450702255873091
-0.46069913436837157,0.06512772484881581,0.04135139351530025,-0.24659659997439173,0.688777079100533,0.5107268401303525,-0.3562303610658172,-0.34880363722065955
-0.21147686921338787,1.0406047608086542,0.04135139351530025,-0.768435878654318,0.688777079100533,0.5107268401303525,0.2165857287459065,-0.8113862124259718
-0.46069913436837157,-1.8858263470708605,0.04135139351530025,0.8077128727172925,0.688777079100533,-1.8275781467822763,0.7696495395986049,-0.8113862124259718
1.533078986871498,0.552866242828735,2.752735101164512,0.5026004669858251,-1.454098197425754,0.5107268401303525,0.09807205499175656,0.3450702255873091
1.7823012520264816,1.0406047608086542,0.04135139351530025,-1.1986027715017797,-1.454098197425754,0.5107268401303525,0.7696495395986049,1.5015266636005902
-1.2083659298333227,1.5283432787885731,0.04135139351530025,-1.171178091370387,0.688777079100533,0.5107268401303525,-0.45499175586094187,-0.8113862124259718
1.533078986871498,1.0406047608086542,0.04135139351530025,-1.032462621267594,-1.454098197425754,0.5107268401303525,-1.8475274224721994,1.5015266636005902
-0.46069913436837157,0.552866242828735,0.04135139351530025,-0.4243434500394665,0.688777079100533,0.5107268401303525,0.7696495395986049,-0.8113862124259718
1.2838567217165142,0.552866242828735,0.04135139351530025,0.0840916310481498,0.688777079100533,0.5107268401303525,-0.02044161876239264,-0.34880363722065955
-0.46069913436837157,0.06512772484881581,0.04135139351530025,-0.3980486256438241,0.688777079100533,0.5107268401303525,0.7696495395986049,-0.8113862124259718
-0.46069913436837157,0.552866242828735,0.04135139351530025,-0.7417301976274936,0.688777079100533,0.5107268401303525,0.09807205499175656,-0.8113862124259718
1.533078986871498,0.06512772484881581,0.04135139351530025,0.07397428650529522,-1.454098197425754,0.5107268401303525,0.2165857287459065,1.5015266636005902
-0.46069913436837157,1.0406047608086542,0.04135139351530025,-1.1994758418430413,0.688777079100533,0.5107268401303525,-0.9092941719185148,-0.5800949248233154
-0.46069913436837157,0.552866242828735,2.752735101164512,1.0094948357065092,0.688777079100533,0.5107268401303525,-0.9092941719185148,-0.8113862124259718
1.533078986871498,-0.4226107931311032,2.752735101164512,0.9369786403029017,-1.454098197425754,0.5107268401303525,-0.3562303610658172,1.5015266636005902
-0.21147686921338787,0.06512772484881581,0.04135139351530025,0.009829294962019182,0.688777079100533,0.5107268401303525,-1.6203762144434128,1.5015266636005902
-0.46069913436837157,1.0406047608086542,0.04135139351530025,-0.8442902841862784,0.688777079100533,0.5107268401303525,0.09807205499175656,-0.8113862124259718
-0.21147686921338787,1.0406047608086542,0.04135139351530025,-0.6356778297036625,-1.454098197425754,0.5107268401303525,1.6189975348366767,0.3450702255873091
-1.4575881949883063,0.06512772484881581,0.04135139351530025,0.3212072643190108,-1.454098197425754,-1.505053321001224,1.0856860029430042,0.3450702255873091
-0.46069913436837157,-0.4226107931311032,0.04135139351530025,1.2454292561627223,0.688777079100533,-1.8275781467822763,0.7696495395986049,-0.8113862124259718
1.2838567217165142,1.0406047608086542,0.04135139351530025,-0.9367843832811064,0.688777079100533,0.5107268401303525,-1.4228534248531635,-0.34880363722065955
1.2838567217165142,1.0406047608086542,0.04135139351530025,-1.198191914870598,0.688777079100533,0.5107268401303525,-0.9092941719185148,-0.34880363722065955
-0.46069913436837157,-0.4226107931311032,0.04135139351530025,0.4210967827751132,0.688777079100533,0.18820201434930023,-0.3562303610658172,-0.34880363722065955
-0.21147686921338787,1.0406047608086542,0.04135139351530025,-0.7822509328778097,0.688777079100533,0.5107268401303525,0.09807205499175656,-0.8113862124259718
